,X,id,value,location,dates,measure,micrograms,value1,normal
7666,7666,47665,7,Chai,18-Nov-99,Chromium,1,7,1.84E-07
8065,8065,49243,7,Busarakhan,10-Dec-99,Chromium,1,7,1.84E-07
8143,8143,53235,7,Sakda,15-Dec-99,Chromium,1,7,1.84E-07
10844,10844,106421,7,Chai,28-Jun-00,Chromium,1,7,1.84E-07
10989,10989,108035,7,Busarakhan,15-Jul-00,Chromium,1,7,1.84E-07
14643,14643,166873,7,Chai,27-Apr-01,Chromium,1,7,1.84E-07
14876,14876,174577,7,Sakda,30-Apr-01,Chromium,1,7,1.84E-07
14961,14961,159580,7,Boonsri,04-May-01,Chromium,1,7,1.84E-07
67310,67310,906249,7,Busarakhan,03-May-08,Chromium,1,7,1.84E-07
84376,84376,1343656,7,Chai,20-Feb-10,Chromium,1,7,1.84E-07
84605,84605,1351657,7,Sakda,12-Mar-10,Chromium,1,7,1.84E-07
89908,89908,1325961,6.9499,Boonsri,18-Nov-10,Chromium,1,6.9499,1.83E-07
44448,44448,698207,6.916,Chai,19-Jan-06,Chromium,1,6.916,1.82E-07
72354,72354,906013,6.9,Somchair,17-Nov-08,Chromium,1,6.9,1.82E-07
92259,92259,1613487,6.899,Boonsri,19-Mar-11,Chromium,1,6.899,1.82E-07
21324,21324,237693,6.82,Chai,10-Oct-02,Chromium,1,6.82,1.80E-07
84346,84346,1342452,6.8,Chai,20-Feb-10,Chromium,1,6.8,1.79E-07
92842,92842,1613573,6.7086,Boonsri,23-Apr-11,Chromium,1,6.7086,1.77E-07
37488,37488,615661,6.701,Kannika,13-May-05,Chromium,1,6.701,1.77E-07
84575,84575,1351048,6.7,Sakda,12-Mar-10,Chromium,1,6.7,1.77E-07
16005,16005,171711,6.69,Kannika,27-Jul-01,Chromium,1,6.69,1.76E-07
32065,32065,511696,6.66,Chai,23-Aug-04,Chromium,1,6.66,1.75E-07
62999,62999,817903,6.654,Sakda,13-Oct-07,Chromium,1,6.654,1.75E-07
20377,20377,237610,6.63,Chai,21-Aug-02,Chromium,1,6.63,1.75E-07
25450,25450,299363,6.59,Chai,21-Jun-03,Chromium,1,6.59,1.74E-07
16729,16729,166334,6.54,Chai,22-Sep-01,Chromium,1,6.54,1.72E-07
17156,17156,168506,6.51,Somchair,18-Nov-01,Chromium,1,6.51,1.72E-07
75802,75802,1005728,6.5,Chai,18-Apr-09,Chromium,1,6.5,1.71E-07
86806,86806,1354875,6.5,Kohsoom,23-Jun-10,Chromium,1,6.5,1.71E-07
56471,56471,818582,6.476,Sakda,15-Mar-07,Chromium,1,6.476,1.71E-07
59797,59797,806323,6.475,Somchair,23-Jun-07,Chromium,1,6.475,1.71E-07
20446,20446,243524,6.42,Kannika,21-Aug-02,Chromium,1,6.42,1.69E-07
35101,35101,617407,6.402,Sakda,11-Feb-05,Chromium,1,6.402,1.69E-07
44058,44058,609060,6.325,Busarakhan,22-Dec-05,Chromium,1,6.325,1.67E-07
31907,31907,515423,6.32,Busarakhan,14-Aug-04,Chromium,1,6.32,1.66E-07
18435,18435,238965,6.31,Busarakhan,29-Mar-02,Chromium,1,6.31,1.66E-07
20235,20235,229439,6.3,Boonsri,08-Aug-02,Chromium,1,6.3,1.66E-07
20307,20307,237581,6.28,Chai,10-Aug-02,Chromium,1,6.28,1.65E-07
60644,60644,791430,6.246,Boonsri,19-Jul-07,Chromium,1,6.246,1.65E-07
20603,20603,245611,6.21,Sakda,23-Aug-02,Chromium,1,6.21,1.64E-07
45687,45687,686658,6.21,Boonsri,09-Mar-06,Chromium,1,6.21,1.64E-07
57013,57013,803087,6.206,Chai,31-Mar-07,Chromium,1,6.206,1.63E-07
44765,44765,695880,6.201,Kohsoom,29-Jan-06,Chromium,1,6.201,1.63E-07
4728,4728,50947,6.2,Kannika,24-Mar-99,Chromium,1,6.2,1.63E-07
10983,10983,107227,6.2,Somchair,15-Jul-00,Chromium,1,6.2,1.63E-07
84635,84635,1352266,6.2,Sakda,12-Mar-10,Chromium,1,6.2,1.63E-07
91295,91295,1615945,6.2,Somchair,30-Jan-11,Chromium,1,6.2,1.63E-07
63319,63319,803857,6.158,Chai,28-Oct-07,Chromium,1,6.158,1.62E-07
57293,57293,803149,6.154,Chai,12-Apr-07,Chromium,1,6.154,1.62E-07
31459,31459,522391,6.15,Sakda,10-Jul-04,Chromium,1,6.15,1.62E-07
90689,90689,1325327,6.114,Boonsri,16-Dec-10,Chromium,1,6.114,1.61E-07
79004,79004,1021803,6.1,Kannika,08-Aug-09,Chromium,1,6.1,1.61E-07
81524,81524,1009861,6.1,Somchair,30-Oct-09,Chromium,1,6.1,1.61E-07
85748,85748,1349315,6.1,Kannika,14-May-10,Chromium,1,6.1,1.61E-07
85806,85806,1350533,6.1,Kannika,14-May-10,Chromium,1,6.1,1.61E-07
18540,18540,237369,6.07,Chai,15-Apr-02,Chromium,1,6.07,1.60E-07
38343,38343,615710,6.008,Kannika,10-Jun-05,Chromium,1,6.008,1.58E-07
347,347,8352,6,Kannika,24-Feb-98,Chromium,1,6,1.58E-07
377,377,8833,6,Kannika,24-Feb-98,Chromium,1,6,1.58E-07
407,407,9316,6,Kannika,24-Feb-98,Chromium,1,6,1.58E-07
437,437,2322,6,Boonsri,12-Mar-98,Chromium,1,6,1.58E-07
2203,2203,2928,6,Boonsri,05-Sep-98,Chromium,1,6,1.58E-07
3283,3283,3048,6,Boonsri,05-Dec-98,Chromium,1,6,1.58E-07
3313,3313,9845,6,Sakda,10-Dec-98,Chromium,1,6,1.58E-07
3373,3373,10208,6,Sakda,10-Dec-98,Chromium,1,6,1.58E-07
4937,4937,42218,6,Boonsri,16-Apr-99,Chromium,1,6,1.58E-07
4989,4989,46245,6,Chai,22-Apr-99,Chromium,1,6,1.58E-07
5040,5040,47438,6,Chai,22-Apr-99,Chromium,1,6,1.58E-07
5254,5254,41121,6,Boonsri,13-May-99,Chromium,1,6,1.58E-07
5650,5650,41156,6,Boonsri,06-Jun-99,Chromium,1,6,1.58E-07
5771,5771,47098,6,Chai,19-Jun-99,Chromium,1,6,1.58E-07
5962,5962,53042,6,Sakda,25-Jun-99,Chromium,1,6,1.58E-07
5987,5987,53801,6,Sakda,25-Jun-99,Chromium,1,6,1.58E-07
6849,6849,41997,6,Boonsri,16-Sep-99,Chromium,1,6,1.58E-07
6877,6877,46424,6,Chai,16-Sep-99,Chromium,1,6,1.58E-07
7855,7855,53201,6,Sakda,26-Nov-99,Chromium,1,6,1.58E-07
8011,8011,47700,6,Chai,09-Dec-99,Chromium,1,6,1.58E-07
10702,10702,112452,6,Kannika,25-Jun-00,Chromium,1,6,1.58E-07
11781,11781,96996,6,Boonsri,08-Sep-00,Chromium,1,6,1.58E-07
11912,11912,114159,6,Sakda,21-Sep-00,Chromium,1,6,1.58E-07
12121,12121,107327,6,Somchair,24-Sep-00,Chromium,1,6,1.58E-07
12148,12148,108137,6,Busarakhan,24-Sep-00,Chromium,1,6,1.58E-07
13766,13766,166799,6,Chai,17-Feb-01,Chromium,1,6,1.58E-07
13885,13885,168937,6,Busarakhan,18-Feb-01,Chromium,1,6,1.58E-07
14614,14614,166154,6,Chai,27-Apr-01,Chromium,1,6,1.58E-07
14985,14985,160263,6,Boonsri,04-May-01,Chromium,1,6,1.58E-07
15428,15428,160294,6,Boonsri,06-Jun-01,Chromium,1,6,1.58E-07
77516,77516,1026229,6,Sakda,12-Jun-09,Chromium,1,6,1.58E-07
84698,84698,1341341,6,Chai,18-Mar-10,Chromium,1,6,1.58E-07
84842,84842,1327407,6,Busarakhan,20-Mar-10,Chromium,1,6,1.58E-07
21729,21729,234927,5.99,Kohsoom,26-Oct-02,Chromium,1,5.99,1.58E-07
59191,59191,817644,5.971,Sakda,07-Jun-07,Chromium,1,5.971,1.57E-07
22842,22842,299682,5.97,Chai,17-Jan-03,Chromium,1,5.97,1.57E-07
32986,32986,522478,5.945,Sakda,09-Oct-04,Chromium,1,5.945,1.57E-07
62710,62710,803800,5.94,Chai,07-Oct-07,Chromium,1,5.94,1.56E-07
83325,83325,1350334,5.9,Kannika,10-Jan-10,Chromium,1,5.9,1.55E-07
86768,86768,1326250,5.9,Boonsri,23-Jun-10,Chromium,1,5.9,1.55E-07
92379,92379,1616023,5.9,Somchair,26-Mar-11,Chromium,1,5.9,1.55E-07
20400,20400,242123,5.89,Kannika,21-Aug-02,Chromium,1,5.89,1.55E-07
29803,29803,503649,5.89,Boonsri,09-Apr-04,Chromium,1,5.89,1.55E-07
67267,67267,905659,5.88,Somchair,03-May-08,Chromium,1,5.88,1.55E-07
27877,27877,293973,5.85,Boonsri,27-Nov-03,Chromium,1,5.85,1.54E-07
104226,104226,2166072,5.85,Decha,17-Mar-13,Chromium,1,5.85,1.54E-07
38118,38118,608708,5.809,Busarakhan,29-May-05,Chromium,1,5.809,1.53E-07
68518,68518,905769,5.8,Somchair,26-Jun-08,Chromium,1,5.8,1.53E-07
76861,76861,1005816,5.8,Chai,21-May-09,Chromium,1,5.8,1.53E-07
76907,76907,1007204,5.8,Chai,21-May-09,Chromium,1,5.8,1.53E-07
77471,77471,1025108,5.8,Sakda,12-Jun-09,Chromium,1,5.8,1.53E-07
85777,85777,1349924,5.8,Kannika,14-May-10,Chromium,1,5.8,1.53E-07
85951,85951,1324792,5.8,Boonsri,19-May-10,Chromium,1,5.8,1.53E-07
88766,88766,1355050,5.8,Kohsoom,29-Sep-10,Chromium,1,5.8,1.53E-07
43655,43655,616010,5.797,Kannika,09-Dec-05,Chromium,1,5.797,1.53E-07
46391,46391,685080,5.767,Boonsri,06-Apr-06,Chromium,1,5.767,1.52E-07
63096,63096,788686,5.764,Boonsri,25-Oct-07,Chromium,1,5.764,1.52E-07
22301,22301,245028,5.74,Sakda,21-Nov-02,Chromium,1,5.74,1.51E-07
20210,20210,228582,5.68,Boonsri,08-Aug-02,Chromium,1,5.68,1.50E-07
27513,27513,293319,5.67,Boonsri,13-Nov-03,Chromium,1,5.67,1.49E-07
42406,42406,590639,5.628,Boonsri,21-Oct-05,Chromium,1,5.628,1.48E-07
48249,48249,698640,5.622,Chai,18-Jun-06,Chromium,1,5.622,1.48E-07
19297,19297,235556,5.62,Chai,25-May-02,Chromium,1,5.62,1.48E-07
62662,62662,802138,5.615,Chai,07-Oct-07,Chromium,1,5.615,1.48E-07
77426,77426,1023987,5.6,Sakda,12-Jun-09,Chromium,1,5.6,1.48E-07
86948,86948,1342935,5.6,Chai,15-Jul-10,Chromium,1,5.6,1.48E-07
87611,87611,1344233,5.6,Chai,11-Aug-10,Chromium,1,5.6,1.48E-07
96305,96305,1616778,5.6,Busarakhan,03-Nov-11,Chromium,1,5.6,1.48E-07
27596,27596,298914,5.57,Chai,19-Nov-03,Chromium,1,5.57,1.47E-07
22564,22564,244363,5.55,Sakda,14-Dec-02,Chromium,1,5.55,1.46E-07
22690,22690,242968,5.55,Kannika,18-Dec-02,Chromium,1,5.55,1.46E-07
16132,16132,175433,5.53,Sakda,27-Jul-01,Chromium,1,5.53,1.46E-07
17383,17383,174784,5.53,Sakda,23-Nov-01,Chromium,1,5.53,1.46E-07
53230,53230,700565,5.517,Chai,25-Nov-06,Chromium,1,5.517,1.45E-07
33619,33619,512971,5.511,Chai,26-Nov-04,Chromium,1,5.511,1.45E-07
16156,16156,168413,5.5,Somchair,28-Jul-01,Chromium,1,5.5,1.45E-07
76953,76953,1008566,5.5,Chai,21-May-09,Chromium,1,5.5,1.45E-07
77967,77967,1009584,5.5,Somchair,28-Jun-09,Chromium,1,5.5,1.45E-07
84316,84316,1341248,5.5,Chai,20-Feb-10,Chromium,1,5.5,1.45E-07
87270,87270,1327005,5.5,Somchair,22-Jul-10,Chromium,1,5.5,1.45E-07
88105,88105,1327055,5.5,Somchair,28-Aug-10,Chromium,1,5.5,1.45E-07
88876,88876,1342023,5.5,Chai,13-Oct-10,Chromium,1,5.5,1.45E-07
27055,27055,293253,5.49,Boonsri,09-Oct-03,Chromium,1,5.49,1.45E-07
23015,23015,303494,5.48,Kannika,24-Jan-03,Chromium,1,5.48,1.44E-07
20720,20720,238402,5.47,Somchair,12-Sep-02,Chromium,1,5.47,1.44E-07
49643,49643,696148,5.443,Kohsoom,29-Jul-06,Chromium,1,5.443,1.43E-07
35850,35850,617453,5.439,Sakda,11-Mar-05,Chromium,1,5.439,1.43E-07
21416,21416,242882,5.41,Kannika,12-Oct-02,Chromium,1,5.41,1.43E-07
83287,83287,1349725,5.4,Kannika,10-Jan-10,Chromium,1,5.4,1.42E-07
87577,87577,1343029,5.4,Chai,11-Aug-10,Chromium,1,5.4,1.42E-07
92580,92580,1639237,5.4,Sakda,07-Apr-11,Chromium,1,5.4,1.42E-07
103722,103722,2166026,5.4,Decha,17-Feb-13,Chromium,1,5.4,1.42E-07
56872,56872,806121,5.363,Somchair,28-Mar-07,Chromium,1,5.363,1.41E-07
20283,20283,236637,5.36,Chai,10-Aug-02,Chromium,1,5.36,1.41E-07
46743,46743,698456,5.344,Chai,23-Apr-06,Chromium,1,5.344,1.41E-07
56971,56971,801552,5.344,Chai,31-Mar-07,Chromium,1,5.344,1.41E-07
27644,27644,300261,5.31,Chai,19-Nov-03,Chromium,1,5.31,1.40E-07
29388,29388,513548,5.31,Chai,12-Mar-04,Chromium,1,5.31,1.40E-07
96282,96282,1616301,5.3,Somchair,03-Nov-11,Chromium,1,5.3,1.40E-07
91100,91100,1614290,5.292,Boonsri,20-Jan-11,Chromium,1,5.292,1.39E-07
17209,17209,166367,5.29,Chai,22-Nov-01,Chromium,1,5.29,1.39E-07
20534,20534,239096,5.29,Busarakhan,22-Aug-02,Chromium,1,5.29,1.39E-07
22238,22238,242939,5.27,Kannika,21-Nov-02,Chromium,1,5.27,1.39E-07
64127,64127,807801,5.263,Busarakhan,28-Nov-07,Chromium,1,5.263,1.39E-07
63046,63046,818987,5.257,Sakda,13-Oct-07,Chromium,1,5.257,1.38E-07
26206,26206,294437,5.256,Boonsri,07-Aug-03,Chromium,1,5.256,1.38E-07
117769,117769,3446321,5.25,Sakda,12-Mar-15,Chromium,1,5.25,1.38E-07
56675,56675,801498,5.227,Chai,23-Mar-07,Chromium,1,5.227,1.38E-07
43593,43593,614064,5.2,Kannika,09-Dec-05,Chromium,1,5.2,1.37E-07
67910,67910,904721,5.2,Chai,31-May-08,Chromium,1,5.2,1.37E-07
70752,70752,906494,5.2,Busarakhan,21-Sep-08,Chromium,1,5.2,1.37E-07
71551,71551,905957,5.2,Somchair,19-Oct-08,Chromium,1,5.2,1.37E-07
77045,77045,1010293,5.2,Busarakhan,25-May-09,Chromium,1,5.2,1.37E-07
86982,86982,1344139,5.2,Chai,15-Jul-10,Chromium,1,5.2,1.37E-07
89259,89259,1355109,5.2,Kohsoom,20-Oct-10,Chromium,1,5.2,1.37E-07
29605,29605,501276,5.19,Boonsri,26-Mar-04,Chromium,1,5.19,1.37E-07
26626,26626,300159,5.187,Chai,28-Aug-03,Chromium,1,5.187,1.37E-07
38706,38706,608758,5.176,Busarakhan,17-Jun-05,Chromium,1,5.176,1.36E-07
22075,22075,229618,5.17,Boonsri,07-Nov-02,Chromium,1,5.17,1.36E-07
22669,22669,242272,5.16,Kannika,18-Dec-02,Chromium,1,5.16,1.36E-07
21506,21506,245666,5.15,Sakda,12-Oct-02,Chromium,1,5.15,1.36E-07
43949,43949,607166,5.106,Chai,16-Dec-05,Chromium,1,5.106,1.35E-07
67830,67830,902462,5.1,Chai,31-May-08,Chromium,1,5.1,1.34E-07
70428,70428,911729,5.1,Kannika,07-Sep-08,Chromium,1,5.1,1.34E-07
78178,78178,1008733,5.1,Chai,09-Jul-09,Chromium,1,5.1,1.34E-07
85835,85835,1351142,5.1,Sakda,14-May-10,Chromium,1,5.1,1.34E-07
86730,86730,1325580,5.1,Boonsri,23-Jun-10,Chromium,1,5.1,1.34E-07
92142,92142,1635683,5.1,Kannika,11-Mar-11,Chromium,1,5.1,1.34E-07
93098,93098,1640177,5.1,Sakda,12-May-11,Chromium,1,5.1,1.34E-07
18583,18583,238995,5.09,Busarakhan,20-Apr-02,Chromium,1,5.09,1.34E-07
27620,27620,299583,5.09,Chai,19-Nov-03,Chromium,1,5.09,1.34E-07
35996,35996,606350,5.077,Chai,17-Mar-05,Chromium,1,5.077,1.34E-07
33131,33131,501746,5.071,Boonsri,22-Oct-04,Chromium,1,5.071,1.34E-07
56367,56367,816354,5.065,Sakda,15-Mar-07,Chromium,1,5.065,1.33E-07
60722,60722,803526,5.033,Chai,19-Jul-07,Chromium,1,5.033,1.33E-07
2653,2653,10128,5,Sakda,24-Oct-98,Chromium,1,5,1.32E-07
3103,3103,5474,5,Chai,26-Nov-98,Chromium,1,5,1.32E-07
3133,3133,5952,5,Chai,26-Nov-98,Chromium,1,5,1.32E-07
3223,3223,6792,5,Busarakhan,28-Nov-98,Chromium,1,5,1.32E-07
3551,3551,5992,5,Chai,18-Dec-98,Chromium,1,5,1.32E-07
3581,3581,6470,5,Chai,18-Dec-98,Chromium,1,5,1.32E-07
5281,5281,41873,5,Boonsri,13-May-99,Chromium,1,5,1.32E-07
5624,5624,52186,5,Kannika,28-May-99,Chromium,1,5,1.32E-07
5746,5746,46313,5,Chai,19-Jun-99,Chromium,1,5,1.32E-07
5795,5795,47505,5,Chai,19-Jun-99,Chromium,1,5,1.32E-07
6419,6419,53870,5,Sakda,28-Jul-99,Chromium,1,5,1.32E-07
6822,6822,41250,5,Boonsri,16-Sep-99,Chromium,1,5,1.32E-07
7828,7828,52805,5,Sakda,26-Nov-99,Chromium,1,5,1.32E-07
10674,10674,111656,5,Kannika,25-Jun-00,Chromium,1,5,1.32E-07
10758,10758,107211,5,Somchair,27-Jun-00,Chromium,1,5,1.32E-07
10814,10814,105629,5,Chai,28-Jun-00,Chromium,1,5,1.32E-07
11048,11048,104866,5,Chai,21-Jul-00,Chromium,1,5,1.32E-07
11176,11176,110890,5,Kannika,28-Jul-00,Chromium,1,5,1.32E-07
11311,11311,114889,5,Sakda,29-Jul-00,Chromium,1,5,1.32E-07
11807,11807,97789,5,Boonsri,08-Sep-00,Chromium,1,5,1.32E-07
14672,14672,167589,5,Chai,27-Apr-01,Chromium,1,5,1.32E-07
15368,15368,158929,5,Boonsri,06-Jun-01,Chromium,1,5,1.32E-07
70386,70386,910812,5,Kannika,07-Sep-08,Chromium,1,5,1.32E-07
76999,76999,1009517,5,Somchair,25-May-09,Chromium,1,5,1.32E-07
77336,77336,1021673,5,Kannika,12-Jun-09,Chromium,1,5,1.32E-07
78092,78092,1005983,5,Chai,09-Jul-09,Chromium,1,5,1.32E-07
78293,78293,1021738,5,Kannika,11-Jul-09,Chromium,1,5,1.32E-07
78959,78959,1020709,5,Kannika,08-Aug-09,Chromium,1,5,1.32E-07
80056,80056,1020775,5,Kannika,09-Sep-09,Chromium,1,5,1.32E-07
83249,83249,1349116,5,Kannika,10-Jan-10,Chromium,1,5,1.32E-07
85719,85719,1343931,5,Chai,09-May-10,Chromium,1,5,1.32E-07
86588,86588,1351194,5,Sakda,19-Jun-10,Chromium,1,5,1.32E-07
86914,86914,1341731,5,Chai,15-Jul-10,Chromium,1,5,1.32E-07
87543,87543,1341825,5,Chai,11-Aug-10,Chromium,1,5,1.32E-07
87820,87820,1351909,5,Sakda,14-Aug-10,Chromium,1,5,1.32E-07
88304,88304,1351961,5,Sakda,02-Sep-10,Chromium,1,5,1.32E-07
88940,88940,1344427,5,Chai,13-Oct-10,Chromium,1,5,1.32E-07
90255,90255,1327255,5,Somchair,09-Dec-10,Chromium,1,5,1.32E-07
92403,92403,1616502,5,Busarakhan,26-Mar-11,Chromium,1,5,1.32E-07
93069,93069,1639315,5,Sakda,12-May-11,Chromium,1,5,1.32E-07
117735,117735,3445770,4.995,Sakda,12-Mar-15,Chromium,1,4.995,1.32E-07
20557,20557,244215,4.98,Sakda,23-Aug-02,Chromium,1,4.98,1.31E-07
34773,34773,602372,4.96,Kohsoom,30-Jan-05,Chromium,1,4.96,1.31E-07
29687,29687,510513,4.95,Kohsoom,28-Mar-04,Chromium,1,4.95,1.30E-07
27084,27084,293871,4.93,Boonsri,09-Oct-03,Chromium,1,4.93,1.30E-07
42918,42918,618850,4.914,Sakda,11-Nov-05,Chromium,1,4.914,1.29E-07
27902,27902,294591,4.91,Boonsri,27-Nov-03,Chromium,1,4.91,1.29E-07
117701,117701,3445217,4.905,Sakda,12-Mar-15,Chromium,1,4.905,1.29E-07
21482,21482,244971,4.9,Sakda,12-Oct-02,Chromium,1,4.9,1.29E-07
67870,67870,903587,4.9,Chai,31-May-08,Chromium,1,4.9,1.29E-07
78135,78135,1007371,4.9,Chai,09-Jul-09,Chromium,1,4.9,1.29E-07
78248,78248,1020644,4.9,Kannika,11-Jul-09,Chromium,1,4.9,1.29E-07
79049,79049,1022960,4.9,Kannika,08-Aug-09,Chromium,1,4.9,1.29E-07
86105,86105,1326903,4.9,Somchair,22-May-10,Chromium,1,4.9,1.29E-07
87169,87169,1351246,4.9,Sakda,18-Jul-10,Chromium,1,4.9,1.29E-07
87787,87787,1351300,4.9,Sakda,14-Aug-10,Chromium,1,4.9,1.29E-07
104767,104767,2166118,4.9,Decha,18-Apr-13,Chromium,1,4.9,1.29E-07
34295,34295,615483,4.855,Kannika,16-Jan-05,Chromium,1,4.855,1.28E-07
57043,57043,804725,4.844,Chai,31-Mar-07,Chromium,1,4.844,1.28E-07
58140,58140,791097,4.842,Boonsri,10-May-07,Chromium,1,4.842,1.28E-07
86890,86890,1338830,4.81,Tansanee,09-Jul-10,Chromium,1,4.81,1.27E-07
70470,70470,912635,4.8,Kannika,07-Sep-08,Chromium,1,4.8,1.26E-07
80100,80100,1021869,4.8,Kannika,09-Sep-09,Chromium,1,4.8,1.26E-07
87853,87853,1352518,4.8,Sakda,14-Aug-10,Chromium,1,4.8,1.26E-07
30390,30390,519408,4.792,Kannika,22-May-04,Chromium,1,4.792,1.26E-07
22260,22260,243632,4.75,Kannika,21-Nov-02,Chromium,1,4.75,1.25E-07
46590,46590,710091,4.733,Sakda,15-Apr-06,Chromium,1,4.733,1.25E-07
121593,121593,3444388,4.73,Kannika,24-Sep-15,Chromium,1,4.73,1.25E-07
44023,44023,608113,4.728,Somchair,22-Dec-05,Chromium,1,4.728,1.25E-07
65018,65018,807869,4.728,Busarakhan,22-Dec-07,Chromium,1,4.728,1.25E-07
77651,77651,1008650,4.7,Chai,14-Jun-09,Chromium,1,4.7,1.24E-07
78338,78338,1022895,4.7,Kannika,11-Jul-09,Chromium,1,4.7,1.24E-07
83663,83663,1326711,4.7,Somchair,24-Jan-10,Chromium,1,4.7,1.24E-07
84485,84485,1349221,4.7,Kannika,12-Mar-10,Chromium,1,4.7,1.24E-07
85988,85988,1325526,4.7,Boonsri,19-May-10,Chromium,1,4.7,1.24E-07
87203,87203,1351855,4.7,Sakda,18-Jul-10,Chromium,1,4.7,1.24E-07
87237,87237,1352464,4.7,Sakda,18-Jul-10,Chromium,1,4.7,1.24E-07
88908,88908,1343227,4.7,Chai,13-Oct-10,Chromium,1,4.7,1.24E-07
91004,91004,1636399,4.7,Kannika,15-Jan-11,Chromium,1,4.7,1.24E-07
93040,93040,1638453,4.7,Sakda,12-May-11,Chromium,1,4.7,1.24E-07
94400,94400,1630914,4.7,Chai,17-Jul-11,Chromium,1,4.7,1.24E-07
19658,19658,242777,4.69,Kannika,22-Jun-02,Chromium,1,4.69,1.24E-07
47079,47079,698503,4.679,Chai,30-Apr-06,Chromium,1,4.679,1.23E-07
40169,40169,614858,4.657,Kannika,12-Aug-05,Chromium,1,4.657,1.23E-07
43685,43685,616947,4.642,Sakda,09-Dec-05,Chromium,1,4.642,1.22E-07
21372,21372,239151,4.63,Busarakhan,12-Oct-02,Chromium,1,4.63,1.22E-07
30767,30767,503770,4.612,Boonsri,11-Jun-04,Chromium,1,4.612,1.21E-07
23286,23286,299743,4.61,Chai,03-Feb-03,Chromium,1,4.61,1.21E-07
62355,62355,800722,4.605,Kohsoom,23-Sep-07,Chromium,1,4.605,1.21E-07
29947,29947,511494,4.604,Chai,22-Apr-04,Chromium,1,4.604,1.21E-07
4756,4756,51364,4.6,Kannika,24-Mar-99,Chromium,1,4.6,1.21E-07
96734,96734,1643839,4.6,Kohsoom,23-Nov-11,Chromium,1,4.6,1.21E-07
128598,128598,3301140,4.59,Kannika,16-Sep-16,Chromium,1,4.59,1.21E-07
19272,19272,234741,4.58,Kohsoom,25-May-02,Chromium,1,4.58,1.21E-07
58747,58747,800473,4.567,Kohsoom,26-May-07,Chromium,1,4.567,1.20E-07
128630,128630,3301707,4.56,Kannika,16-Sep-16,Chromium,1,4.56,1.20E-07
17235,17235,167084,4.55,Chai,22-Nov-01,Chromium,1,4.55,1.20E-07
32939,32939,520980,4.545,Sakda,09-Oct-04,Chromium,1,4.545,1.20E-07
64400,64400,819105,4.542,Sakda,08-Dec-07,Chromium,1,4.542,1.20E-07
39895,39895,605297,4.536,Chai,31-Jul-05,Chromium,1,4.536,1.19E-07
47763,47763,701250,4.53,Somchair,31-May-06,Chromium,1,4.53,1.19E-07
68240,68240,911595,4.5,Kannika,15-Jun-08,Chromium,1,4.5,1.19E-07
76466,76466,1022763,4.5,Kannika,08-May-09,Chromium,1,4.5,1.19E-07
77606,77606,1007288,4.5,Chai,14-Jun-09,Chromium,1,4.5,1.19E-07
91638,91638,1636505,4.5,Kannika,12-Feb-11,Chromium,1,4.5,1.19E-07
92165,92165,1636569,4.5,Kannika,11-Mar-11,Chromium,1,4.5,1.19E-07
96038,96038,1640575,4.5,Sakda,15-Oct-11,Chromium,1,4.5,1.19E-07
128566,128566,3300575,4.5,Kannika,16-Sep-16,Chromium,1,4.5,1.19E-07
129692,129692,3301237,4.49,Kannika,11-Nov-16,Chromium,1,4.49,1.18E-07
19224,19224,228461,4.48,Boonsri,23-May-02,Chromium,1,4.48,1.18E-07
57396,57396,813127,4.48,Kannika,12-Apr-07,Chromium,1,4.48,1.18E-07
50481,50481,696199,4.466,Kohsoom,26-Aug-06,Chromium,1,4.466,1.18E-07
117667,117667,3444665,4.46,Kannika,12-Mar-15,Chromium,1,4.46,1.17E-07
30056,30056,503681,4.45,Boonsri,23-Apr-04,Chromium,1,4.45,1.17E-07
4782,4782,52119,4.4,Kannika,24-Mar-99,Chromium,1,4.4,1.16E-07
76374,76374,1020512,4.4,Kannika,08-May-09,Chromium,1,4.4,1.16E-07
77291,77291,1020579,4.4,Kannika,12-Jun-09,Chromium,1,4.4,1.16E-07
85437,85437,1327453,4.4,Busarakhan,18-Apr-10,Chromium,1,4.4,1.16E-07
86623,86623,1351803,4.4,Sakda,19-Jun-10,Chromium,1,4.4,1.16E-07
92750,92750,1616539,4.4,Busarakhan,13-Apr-11,Chromium,1,4.4,1.16E-07
94377,94377,1629855,4.4,Chai,17-Jul-11,Chromium,1,4.4,1.16E-07
96013,96013,1639713,4.4,Sakda,15-Oct-11,Chromium,1,4.4,1.16E-07
43751,43751,618891,4.382,Sakda,09-Dec-05,Chromium,1,4.382,1.15E-07
19248,19248,229318,4.38,Boonsri,23-May-02,Chromium,1,4.38,1.15E-07
22543,22543,237833,4.37,Chai,13-Dec-02,Chromium,1,4.37,1.15E-07
53066,53066,687487,4.37,Boonsri,23-Nov-06,Chromium,1,4.37,1.15E-07
16081,16081,173941,4.36,Sakda,27-Jul-01,Chromium,1,4.36,1.15E-07
22820,22820,299014,4.35,Chai,17-Jan-03,Chromium,1,4.35,1.15E-07
34450,34450,607571,4.337,Somchair,22-Jan-05,Chromium,1,4.337,1.14E-07
42885,42885,617912,4.335,Sakda,11-Nov-05,Chromium,1,4.335,1.14E-07
44374,44374,711912,4.32,Sakda,13-Jan-06,Chromium,1,4.32,1.14E-07
